date,real_gdp,real_household_consumption,real_govt_consumption,real_gfcf_total,real_exports,real_imports,real_household_disposable_income,industrial_production,industrial_confidence,unemployment_rate,employment_rate,employment_expectations,house_price_real,construction_confidence,retail_sales_volume,retail_confidence,cpi_index,core_cpi_index,food_price_index,energy_price_index,services_price_index,unit_labor_cost,long_term_rate,short_term_rate,mortgage_rate,credit_to_private_nonfin_sector,household_mortgage_loans,euro_area_household_net_worth_growth,household_credit_to_gdp,corporate_credit_to_gdp,government_debt_to_gdp,fx_rate_to_usd,real_effective_exchange_rate,consumer_confidence,economic_sentiment_indicator,services_confidence,geopolitical_risk,share_price_index,construction_weather_constraint,heating_degree_days,cooling_degree_days
1990-04-01,57740.77722763882,31681.104993322584,12785.78005308549,14565.544318344524,15564.416761634277,16484.833682333116,NA,49.60504,12.366666666666667,NA,NA,NA,89.1512,NA,81.79813,NA,NA,NA,NA,NA,NA,NA,8.7833333333,8.86,NA,100.5,NA,NA,NA,NA,NA,0.8579512559,103.3087,NA,117.63333333333334,NA,82.57735697428386,NA,-0.03333333333333329,629.9399999999999,0.93
1990-07-01,58217.92055867898,31962.45012278494,12847.275732469494,14773.984208622522,15892.792171580448,16673.245456295244,NA,49.81564,10.799999999999999,NA,NA,NA,97.3175,NA,82.52918,NA,NA,NA,NA,NA,NA,NA,8.83,8.7933333333,NA,101.1,NA,NA,NA,NA,NA,0.8147666354,104.3004,NA,116.06666666666666,NA,174.96634928385416,NA,4.333333333333334,324.24,2.7199999999999998
1990-10-01,58615.99781728134,32221.37196876834,12936.231115219252,15049.335055275475,15959.871588807851,16891.65706227752,NA,50.42536,6.633333333333334,NA,NA,NA,98.3367,NA,83.01442,NA,NA,NA,NA,NA,NA,NA,8.8533333333,9.22,NA,102.9,NA,NA,NA,NA,NA,0.7670084712,103.7905,NA,110.56666666666666,NA,151.91951497395834,NA,6.633333333333333,1386.4099999999999,0
1991-01-01,59022.01880334928,32447.832758006043,13041.325976272654,15415.093263702063,15853.500664384888,17229.081159760826,NA,50.58982,3.1999999999999997,NA,NA,NA,99.9353,NA,86.77797,NA,NA,NA,NA,NA,NA,NA,8.6033333333,9.4533333333,NA,101.9,NA,NA,NA,NA,NA,0.7821,103.6637,NA,106.33333333333333,NA,289.07537841796875,NA,8.333333333333334,1631.51,0
1991-04-01,59560.4105003624,32684.76253750048,13152.796307760149,15799.46843231675,16000.906065270643,17603.61031263748,NA,50.96414,0.06666666666666667,NA,NA,NA,105.3285,NA,84.29558,NA,NA,NA,NA,NA,NA,NA,8.4466666667,9.28,NA,103.7,NA,NA,NA,NA,NA,0.8868,101.3288,NA,102.93333333333332,NA,91.35428873697917,NA,10.133333333333333,805,0.02
1991-07-01,60220.97722073245,32979.81078464441,13259.07088184663,16041.589005945789,16317.130489468125,17660.99485974183,NA,50.72417,-4.233333333333333,NA,NA,NA,108.3189,NA,86.81882,NA,NA,NA,NA,NA,NA,NA,8.6166666667,9.4433333333,NA,103.1,NA,NA,NA,NA,NA,0.8919,102.0443,NA,97.10000000000001,NA,115.54063161214192,NA,9.2,178.32999999999998,6.01
1991-10-01,60589.43254233698,33276.1047697594,13355.154743349474,16121.636930195406,16506.939842669497,17576.39829395472,NA,50.41197,-7.066666666666666,NA,NA,NA,111.9793,NA,87.40266,NA,NA,NA,NA,NA,NA,NA,8.52,9.6766666667,NA,104.7,NA,NA,NA,NA,NA,0.8315666667,101.1132,NA,94.03333333333333,NA,101.84789276123047,NA,8.7,1474.19,0
1992-01-01,60821.92886488884,33520.02984709128,13449.607086827846,16076.871148237742,16543.69159464709,17672.787556868174,NA,50.31866,-8.3,NA,NA,NA,117.6322,NA,87.68405,NA,NA,NA,NA,NA,NA,NA,8.2666666667,9.7233333333,NA,103.1,NA,NA,NA,NA,NA,0.8286,102.0387,NA,93.33333333333333,NA,91.81947326660156,NA,8.3,1538.98,0
1992-04-01,61113.37209966194,33700.01502740895,13552.367622092383,15967.221256377215,16460.178467185804,17796.610876694795,NA,51.48499,-7.8999999999999995,NA,NA,NA,122.2887,NA,87.23079,NA,NA,NA,NA,NA,NA,NA,8.32,9.69,NA,104.5,NA,NA,NA,NA,NA,0.8257,101.8705,NA,93.96666666666667,NA,86.22428639729817,NA,4.066666666666666,562.0500000000001,0.26
1992-07-01,61161.702628447856,33810.957576330955,13666.523683250934,15872.785224455349,16243.253492098524,17747.12102222733,NA,49.514,-9.1,NA,NA,NA,116.4785,NA,86.06655,NA,NA,NA,NA,NA,NA,NA,8.3,9.6733333333,NA,105.3,NA,NA,NA,NA,NA,0.7484,104.7946,NA,92.7,NA,77.1505610148112,NA,4.666666666666667,171.85,33.92
1992-10-01,60976.72018980229,33883.425987147,13796.568219940133,15762.860081839352,16053.792732750599,17459.704868415785,NA,48.89103,-17.6,NA,NA,NA,118.3286,NA,86.30331,NA,NA,NA,NA,NA,NA,NA,7.67,8.7533333333,NA,106.7,NA,NA,NA,NA,NA,0.7922666667,105.1909,NA,82.06666666666666,NA,80.87091318766277,759.5500183105469,6.1,1398.44,0
1993-01-01,60830.689237234066,33956.708918944125,13937.004271431359,15698.751678610994,15895.456424603215,17036.327304848415,NA,49.28778,-22.633333333333333,3.833333,NA,NA,112.8886,NA,84.99985,NA,NA,NA,NA,NA,NA,NA,7.0707666667,8.0566666667,NA,105.9,NA,NA,NA,NA,NA,0.836,105.2961,NA,75.56666666666666,NA,104.5425287882487,793.2199910481771,5.266666666666667,1633.62,0
1993-04-01,61177.76331108077,34052.27139522353,14067.87711727144,15820.487580916211,15871.677343886004,16773.36002729672,NA,48.74987,-22.133333333333333,3.966667,NA,NA,116.6126,NA,85.9179,NA,NA,NA,NA,NA,NA,NA,6.9912,7.2233333333,NA,106.7,NA,NA,NA,NA,NA,0.8271666667,104.4492,NA,76.86666666666666,NA,109.21555582682292,865.9466756184896,11.866666666666667,502.15,0.23
1993-07-01,61801.50677142346,34162.68690115779,14182.259080925689,16031.004363258202,16023.987958280963,16811.624615671117,NA,49.20809,-19.7,4.033333,NA,NA,113.8097,NA,85.61958,NA,NA,NA,NA,NA,NA,NA,6.5964333333,6.6233333333,NA,106.4,NA,NA,NA,NA,NA,0.8582,104.6649,NA,80.3,NA,103.24041493733723,1020.9900105794271,13.9,316.96999999999997,6.720000000000001
1993-10-01,62235.788619689825,34298.37651400475,14288.784657785167,16224.80591790443,16162.155622050397,17147.765825600924,NA,49.61921,-14.566666666666666,4,NA,NA,116.4649,NA,84.62047,NA,NA,NA,NA,NA,NA,NA,6.1589,6.19,NA,107.1,NA,NA,NA,NA,NA,0.8602,104.1472,NA,86.63333333333334,NA,89.73262786865234,1133.7233479817708,16.633333333333333,1394.0700000000002,0
1994-01-01,62435.89136201599,34456.24984533623,14393.201811351477,16399.91544397471,16400.9673112219,17678.313841713993,NA,49.9609,-7.033333333333333,3.9,NA,NA,115.2935,NA,86.4037,NA,NA,NA,NA,NA,NA,NA,6.1075666667,5.41,NA,105.3,NA,NA,NA,NA,NA,0.8813333333,103.5823,NA,95.9,NA,98.06869252522786,1124.3766682942708,18.7,1424.23,0
1994-04-01,62543.4162711685,34598.31188703512,14496.062747725211,16497.77959894197,16668.7869889123,18212.513153171618,NA,50.69834,1,3.833333,NA,NA,112.5801,NA,86.21906,NA,NA,NA,NA,NA,NA,NA,7.0159666667,5.1466666667,NA,106.3,NA,NA,NA,NA,NA,0.8495666667,103.9451,NA,105.6,NA,106.72533416748047,1059.6233317057292,9.033333333333333,615.95,5.6
1994-07-01,63110.51427304165,34721.92742416265,14598.622480771352,16556.33294146904,17022.38565411139,18797.263168419788,NA,50.99281,4.3,3.8,NA,NA,111.4081,NA,86.02975,NA,NA,NA,NA,NA,NA,NA,7.2972333333,4.8366666667,NA,105.8,NA,NA,NA,NA,NA,0.7990333333,106.0795,NA,109.6,NA,98.92191569010417,1085.4333089192708,5.966666666666667,163.06,26.08
1994-10-01,63962.57184427986,34835.76870951731,14700.6802082715,16601.449042570028,17683.344499806044,19413.789321531414,NA,52.91614,6.6,3.8,NA,NA,108.9489,NA,86.52523,NA,NA,NA,NA,NA,NA,NA,7.6811,5.0766666667,NA,106.7,NA,NA,NA,NA,NA,0.7896333333,105.2842,NA,112.2,NA,92.4769795735677,1028.8966878255208,8.066666666666666,1247.63,0
1995-01-01,64497.4,34944.1,14799.5,16602.5,18165.4,19739.1,NA,53.49685,4.533333333333333,3.933333,NA,NA,109.8643,NA,86.09615,NA,NA,NA,NA,NA,NA,89.298,7.6273666667,5.0433333333,NA,104.6,NA,NA,NA,NA,NA,0.7569666667,107.147,NA,109.13333333333333,NA,79.75815073649089,970.41668701171875,12.6,1600.75,0
1995-04-01,65336.9,35101.9,14946.8,16703.5,18132.9,20152.9,NA,54.70364,-3.1333333333333333,4.1,NA,NA,107.5501,NA,86.3506,NA,NA,NA,NA,NA,NA,88.495,7.1840333333,4.68,NA,105.1,NA,NA,NA,NA,NA,0.7137666667,108.454,NA,99.86666666666667,NA,97.2137222290039,1032.9299723307292,19.733333333333334,631.49,0
1995-07-01,65708.5,35326.6,14930.6,16753.6,18438.2,20063.3,NA,53.62722,-11.533333333333333,4.366667,NA,NA,112.4676,NA,86.33048,NA,NA,NA,NA,NA,NA,88.453,6.9979666667,4.3733333333,NA,105.4,NA,NA,NA,NA,NA,0.7321,107.9322,NA,89.86666666666666,NA,95.2617899576823,971.70001220703125,12.799999999999999,281.12,6.63
1995-10-01,66251.6,35760.6,15015,16964.5,18050.4,20227.9,NA,53.328,-15.4,4.566667,NA,NA,104.5597,NA,85.79813,NA,NA,NA,NA,NA,NA,88.702,6.7309333333,4.1766666667,NA,107.9,NA,NA,41.3,69.7,NA,0.7282333333,106.825,-10.233333333333334,90.66666666666667,NA,69.91568501790364,995.5099690755209,17.666666666666664,1371.65,0
1996-01-01,66240.9,36081.7,15055.5,17121.3,18648.5,20540.8,NA,53.23246,-19,4.766667,NA,74.8,109.8908,-38.300000000000004,86.95926,-15.166666666666666,86.94,NA,88.67,74.64666666666668,NA,88.944,6.3966333333,3.4766666667,NA,104.8,NA,NA,40.6,67.3,NA,0.7502,105.9255,-13.833333333333334,85.43333333333334,NA,79.401153564453125,1078.7933349609375,27.1,1849.44,0
1996-04-01,66714.9,36440,15014.6,17345.6,18680.2,20763.1,NA,53.73917,-21.333333333333332,4.8,NA,76.93333333333334,110.5489,-41.7,90.32719,-13.566666666666666,87.14333333333333,NA,88.78666666666666,76.02,NA,89.041,6.5056,3.2666666667,NA,108.3,NA,NA,41.7,69.7,NA,0.7772,104.5054,-15.066666666666666,82.43333333333334,NA,73.1493428548177,1086.056640625,43.233333333333334,569.4,1.36
1996-07-01,67138.1,36526.7,15118.5,17553.6,18759.1,20850,NA,54.78074,-14.9,4.7,NA,82.06666666666666,105.4895,-28.633333333333333,86.11079,-15.866666666666667,87.2,NA,87.35,77.83,NA,88.484,6.4301333333,3.42,NA,110.6,NA,NA,42.4,71.4,NA,0.7654,105.8753,-14.6,87.36666666666666,NA,83.50964609781902,1053.72998046875,35.2,384.56,0.01
1996-10-01,67110.6,36448.3,15093.5,17344.8,19665.7,21107.1,NA,55.34375,-12.3,4.6,NA,86.56666666666666,103.0202,-28,86.69474,-14.966666666666667,87.55,NA,87.43666666666667,79.96333333333332,NA,89.147,5.9535,3.33,NA,111.8,NA,NA,43,72.1,NA,0.7823666667,104.2996,-14.8,97.03333333333333,22.033333333333335,62.63802591959635,1144.3666585286458,25.1,1389.5,0
1997-01-01,67992.9,36381.1,15388.2,17272,20014.5,21757.5,NA,57.17352,-8.966666666666667,4.666667,NA,91.73333333333333,107.083,-25.933333333333334,87.61239,-15.066666666666666,88.04333333333334,NA,88.64,79.94666666666667,NA,88.238,5.7098,3.3233333333,NA,111.7,NA,NA,42.8,72.2,NA,0.8476333333,102.6457,-17.233333333333334,96.7,18.233333333333334,54.367478688557945,1211.1466471354167,23.466666666666665,1528.16,0
1997-04-01,67857.8,36464.5,15399,17329.2,20750.3,21867.1,NA,57.03277,-4.4,4.7,NA,89.93333333333334,104.7304,-27.5,87.61977,-18.666666666666668,88.16,NA,89.58,79.28,NA,88.591,5.8221666667,3.4166666667,NA,116,NA,NA,43.8,75.6,NA,0.8764333333,101.7852,-15.366666666666665,97.9,17.166666666666668,51.822041829427086,1356.7366536458333,6.533333333333334,650.66,1.69
1997-07-01,68369.8,36518.3,15479.1,17452.5,21478.5,22845.3,NA,58.46844,-0.3666666666666667,4.8,NA,93.1,109.4069,-32.46666666666667,87.49486,-18.233333333333334,88.19,NA,89.08,79.13666666666667,NA,88.763,5.6483666667,3.4433333333,NA,118.7,NA,NA,44.3,77.8,NA,0.9238,100.1919,-13.333333333333334,100.83333333333333,18.733333333333334,46.32327016194662,1355.5633544921875,14.433333333333334,228.2,0.19
1997-10-01,69021,36692.5,15480.5,17782.9,22198.5,23019.1,NA,59.65076,0.7666666666666667,4.866667,NA,102.03333333333333,105.0843,-29.366666666666667,88.25546,-12.966666666666667,88.48,NA,89.75333333333333,79.45333333333333,NA,88.616,5.5510333333,3.8066666667,NA,119.5,NA,NA,44.3,78.6,NA,0.8977333333,101.2733,-11,104.06666666666666,23.5,51.145982106526695,1291.78662109375,5.9,1352.06,0
1998-01-01,69967.2,37340.9,15871.1,17763.1,22288.3,23633.7,NA,62.57841,1.9333333333333333,4.933333,NA,100.1,103.1422,-29.766666666666666,89.87721,-9.533333333333333,88.97333333333333,NA,91.31,78.09333333333333,NA,88.472,5.0767,3.64,NA,117.1,NA,NA,43.5,77,NA,0.9295333333,100.9054,-8.266666666666667,107.43333333333334,29.133333333333333,62.6473274230957,1483.510009765625,11.666666666666666,1478.0500000000002,0
1998-04-01,70575.4,37290.4,15842.4,18011.4,22996.8,23635.4,NA,63.22586,3.6666666666666665,4.833333,NA,102.33333333333333,98.8659,-33.06666666666667,90.13003,-8.733333333333334,89.03333333333333,NA,91.89666666666666,76.77,NA,88.435,4.9639,3.6566666667,NA,118.8,NA,NA,43.7,78.6,NA,0.9166666667,101.0031,-6.9,107.7,26.5,73.92638142903645,1513.239990234375,3.4,546.5500000000001,3.1
1998-07-01,70699.3,37758.7,15814,18014.4,22899.7,23657.7,NA,64.09853,-3.033333333333333,4.666667,NA,102.93333333333332,101.9975,-30.966666666666665,90.07399,-6.233333333333333,88.8,NA,90.57666666666667,76.04333333333332,NA,89.009,4.5864666667,3.5833333333,NA,119.3,NA,NA,43.6,79.2,NA,0.9013666667,101.5523,-7.466666666666667,105.89999999999999,30.233333333333334,71.19423929850261,1134.6566569010417,9.5,274.04,13.100000000000001
1998-10-01,71366.7,37802.7,15880.3,18240.2,22877.9,23570.1,NA,64.15483,-11.633333333333333,4.4,NA,103.7,97.9225,-26.96666666666667,89.90628,-11,88.97666666666667,NA,90.51666666666667,75.58,NA,88.768,4.2269333333,3.5233333333,NA,120.7,NA,NA,43.7,80.4,NA,0.8499666667,102.9133,-6.3,100.23333333333333,23.6,66.10982259114583,1108.9366861979167,28.46666666666667,1475.51,0
1999-01-01,71981.1,37986.8,15660.2,17907.4,23093.5,23768.7,NA,63.76072,-12.166666666666668,4.233333,68.6656,104.9,98.1887,-26.46666666666667,89.77666,-11.7,89.17666666666666,NA,91.31333333333333,74.84666666666666,NA,89.151,3.9971333333,3.0907319,NA,119.1,NA,NA,43.4,79.2,69.7,0.8908650354,102.2525,-6.6,100.26666666666667,23.266666666666666,68.56696192423503,1220.3500162760417,32.6,1601.89,0
1999-04-01,72659.2,38257,15885,18049.4,23638.5,24051.4,NA,66.12536,-15.066666666666666,4.2,68.58568,100.66666666666667,98.0992,-20.6,92.39668,-10.833333333333334,89.23333333333333,NA,90.72333333333333,75.67999999999999,NA,88.984,4.2609,2.6340295667,NA,119.8,NA,NA,43.7,79.6,70.4,0.9462974243,100.9241,-4.266666666666667,98.03333333333333,17.866666666666667,90.34989674886067,1196.0199788411458,34.43333333333333,549.03,0.22999999999999998
1999-07-01,73784.1,38543.2,15989.8,18639.2,24458.3,24898.2,NA,66.77282,-2.966666666666667,4.033333,68.56554,106.03333333333333,97.5141,-15.866666666666667,95.75605,-3.3333333333333335,89.20666666666666,NA,88.67,77.82,NA,88.204,5.0812666667,2.6993939333,NA,123,NA,NA,44.6,82,70.1,0.953590795,100.0826,-1.5999999999999999,106.86666666666666,23.233333333333334,64.86100896199544,1149.9066975911458,21.433333333333334,165.37,4.74
1999-10-01,74456.5,39097.7,17860.8,18361.4,25497.8,25441.4,NA,69.72861,-0.7000000000000001,4.1,68.35089,103.3,95.833,-17.766666666666666,97.40894,-4.833333333333333,89.99333333333333,92.05,90.22666666666667,80.28666666666668,87.7,88.576,5.3843,3.429798,NA,125.9,NA,NA,45.5,84.1,69.5,0.9634983378,100.0738,-1.3333333333333333,107.26666666666667,22,72.13409678141277,1153.3999837239583,20.366666666666667,1414.68,0
2000-01-01,74468.6,39440,15814.5,18843.6,26357.7,25903,NA,68.5463,6.666666666666666,4.233333,68.46355,110.46666666666667,98.225,-18.866666666666667,93.89455,2.8666666666666667,90.74666666666667,91.82000000000001,91.98666666666666,82.28666666666666,87.84,89.556,5.7035333333,3.5423161,5.463333333333333,129.3,NA,9.31606898769708,45.2,84.2,73.7,1.01289991,99.15211,-6.566666666666666,109.83333333333333,21.866666666666667,59.36717224121094,1119.056640625,30.833333333333332,1603.8600000000001,0
2000-04-01,75322.5,39605.3,15956.7,19351.3,27235.8,26788.4,NA,70.74203,10.033333333333333,3.7,68.51994,114.93333333333334,95.9308,-16.366666666666667,95.7377,-3.5,90.92333333333333,91.96666666666667,91.93,83.81333333333333,87.88666666666667,88.995,5.5550333333,4.2630168667,5.77,130.9,NA,9.117819151389872,45.5,85.4,73.7,1.0707995253,98.53336,-5.633333333333334,112.93333333333334,28.733333333333334,64.29447937011719,1134.3499755859375,16.566666666666666,437.3,7.26
2000-07-01,76371.5,39638.7,16123.4,19237.4,27901.2,27365.7,NA,71.92435,9.566666666666666,3.833333,68.42101,111.13333333333334,93.6677,-17.8,95.4187,-2.333333333333333,91.03666666666666,91.8,91.10666666666667,87.53,88.41,87.977,5.5687666667,4.7376004333,6.04,132.9,NA,9.413398450174792,46.1,86.9,73.6,1.1065821814,98.12923,-5.8,111.26666666666667,27.866666666666667,50.36209233601888,1151.57666015625,10.166666666666666,257.57,9.52
2000-10-01,76894.1,40096.7,17607.9,19505.2,29361.9,28859,NA,74.00748,9.266666666666667,3.766667,68.4961,104.43333333333334,92.7535,-23.133333333333333,95.24147,-5,91.91,92.48,91.63,90.79333333333334,88.55,88.72,5.3942666667,5.0241283667,6.1866666666666665,132.9,NA,5.755102634599107,45.2,87.7,69.3,1.1501026639,97.80736,-6.966666666666667,110.66666666666667,27.266666666666666,55.637396494547524,1081.0567220052083,7.133333333333334,1180.96,0
2001-01-01,76664.5,40228.8,16256.4,19529.7,29020.1,28960.7,NA,73.66968,4.833333333333333,3.633333,68.31284,106.66666666666667,96.5043,-34.66666666666667,94.249,-5.233333333333333,92.54666666666667,93.28333333333333,93.95666666666666,86.70333333333333,89.85666666666667,88.958,5.0691,4.7450545667,6.203333333333333,132.4,NA,3.707458870719482,45.2,87.2,72.3,1.0838351026,98.98064,-7.7,107.13333333333333,24.566666666666666,54.565406799316406,1201.4066569010417,5.366666666666666,1507,0
2001-04-01,76446.5,40187.2,16145.5,19280.1,29056.3,28844.4,NA,72.37476,-6.133333333333333,4,68.44992,99.36666666666667,91.521,-30.23333333333333,92.72485,-5,93.37,93.97,95.04,88.24333333333334,90.63666666666667,89.818,5.2591333333,4.5907510667,6.05,132.9,NA,4.214784799446081,46,86.9,72.4,1.1444160384,98.09935,-7.033333333333333,100.73333333333333,19.333333333333332,61.00331242879232,1210.5533447265625,6.3,609.61,0.32999999999999996
2001-07-01,76751.9,40208.8,16195.8,18837,29274.1,28177.2,NA,73.21927,-11.666666666666666,4.1,68.33821,91.3,94.9971,-37.93333333333334,93.29198,-4.5,93.34,94.18666666666667,94.39,86.73333333333333,91.59,89.136,5.1569333333,4.2678360333,5.91,134.2,NA,2.5460625542442106,47,87.2,72.6,1.121785947,98.45669,-10.266666666666667,94.46666666666667,9.733333333333334,207.94285456339517,1105.9966634114583,10.466666666666667,305.28999999999996,11.87
2001-10-01,76931.2,40609.6,16562.7,18625.9,29297.2,28277.7,NA,72.85331,-15.166666666666666,4.3,68.45759,84.6,90.8049,-39.233333333333334,93.11475,-4.466666666666667,93.74000000000001,94.83666666666667,95.2,83.95666666666666,91.81,89.938,4.8355,3.4434801,5.576666666666666,134.6,NA,4.803214955473534,45.5,89.2,70.2,1.1164872654,98.5337,-9.533333333333333,90.83333333333333,0.49999999999999994,351.80511983235675,1142.2133382161458,10.066666666666666,1397.99,0
2002-01-01,77786.9,40173.4,16438.9,19013.4,30201.5,28868.6,NA,72.40291,-13.833333333333332,4.5,68.70898,88.83333333333333,93.2512,-29.266666666666666,92.19318,-7.233333333333333,94.19333333333333,95.20333333333333,97.10666666666667,82.83333333333333,92.64333333333333,89.765,5.1804333333,3.3622242333,5.3933333333333335,134.3,NA,6.765775091710746,45.6,88.7,73,1.1407329855,97.60942,-7.333333333333333,94.39999999999999,8.2,156.8797607421875,1281.9033610026042,14.8,1464.35,0
2002-04-01,77986.5,40662.3,16391.5,18559.8,30459.6,28734.4,NA,74.71124,-11.799999999999999,4.233333,68.72655,90.96666666666667,90.9862,-33.06666666666667,92.68941,-17.53333333333333,94.86,96.05666666666667,95.74666666666667,84.88666666666667,93.57333333333334,89.734,5.3111333333,3.4460137333,5.390000000000001,135,NA,5.573437085432409,45.8,89.3,72.9,1.0874121115,98.28965,-7.533333333333333,95.63333333333334,13.133333333333333,156.7164306640625,1228.6266276041667,16.366666666666667,527.42,10.16
2002-07-01,77980.4,40396.4,16171.2,18474.7,30249.9,28228.6,NA,73.27557,-12.700000000000001,4.4,68.64375,87.86666666666666,93.9129,-32.16666666666667,93.18565,-14.633333333333333,94.92333333333333,96.28,94.71000000000001,84.56333333333333,94.51,89.94,4.8018,3.3573506667,5.36,135.2,NA,6.011420193450268,46.1,89.1,74.4,1.0165822043,99.39962,-10.9,93.4,8.633333333333333,141.58206431070963,1095.7566731770833,19.933333333333334,281.46,4.63
2002-10-01,77587.9,40507,16623.6,17871.1,30244.1,28503,NA,73.47262,-10.933333333333334,4.433333,68.86227,92.36666666666667,91.1541,-36.833333333333336,93.57555,-14.299999999999999,95.29666666666667,96.48333333333333,95.75333333333333,85.16666666666667,94.01666666666667,90.711,4.5618333333,3.1088179333,5.28,134.4,NA,4.970395531898841,46.4,88,72,0.9995332301,99.59194,-9.033333333333333,95.83333333333333,14,168.99041239420572,1132,30.3,1291.04,0
2003-01-01,77968.4,40864.9,16278.3,18999.6,30168.1,29252.3,NA,77.04773,-7.9,4.533333,69.0119,89.96666666666667,92.1509,-24.2,93.29198,-22.066666666666666,95.84,96.69,97.43,87.22333333333333,94.77333333333333,91.051,4.0881333333,2.6830735333,4.89,135.3,NA,3.287479614989497,46.7,88.6,74.8,0.9315119056,100.2674,-13.366666666666667,94.33333333333333,7.433333333333334,268.2522379557292,1183.5666910807292,30.833333333333332,1717.38,0
2003-04-01,78496.8,41215.3,16432.8,19037.9,29849.6,29085.6,NA,76.00616,-11.133333333333333,4.8,69.04374,88.4,91.0898,-23.133333333333333,93.78822,-16.1,95.89333333333333,97.11333333333333,97.08,84.38333333333334,95.05,91.058,3.9223333333,2.3619103,4.42,135.7,NA,5.968105904139054,46.8,88.9,77.4,0.8803657412,101.1405,-16.3,92.56666666666666,7.533333333333333,187.88892618815103,1292.3866373697917,15.966666666666665,478.28,9.69
2003-07-01,79088.9,41648.4,16902.6,19238.2,30895.8,29897.7,NA,76.45657,-7,4.8,68.86893,92.46666666666667,89.9799,-19.733333333333334,92.29951,-7.066666666666666,95.99666666666667,97.29333333333332,96.5,84.66666666666667,96.01333333333334,90.676,4.1739666667,2.1392634333,4.166666666666667,135.4,NA,7.587391255696363,47,88.5,73.6,0.8883700633,101.2596,-13.866666666666667,98.56666666666666,16.5,130.4420394897461,1374.6300048828125,9.3,201.69,34.31
2003-10-01,79321,41662.4,16758.8,19456.5,31326.7,30183.8,NA,76.79437,-3,5.033333,68.81342,91.8,92.0972,-17.9,92.29951,-3.6,96.48666666666666,97.64,98.05,84.53333333333333,95.65,91.528,4.3790333333,2.1496495,4.1499999999999995,137,NA,8.165774181814767,46.9,90.1,70.4,0.8404051569,101.7354,-11.366666666666667,101.93333333333334,19.3,118.62304941813152,1585.3133544921875,12.399999999999999,1385.13,0
2004-01-01,79484.6,41984.7,16858.3,18994.1,31942.6,30603.6,NA,78.28635,-3,6,66.34579,98.86666666666667,84.6138,-25.266666666666666,92.3704,-5.9,97.22,98.17,99.25333333333333,86.46,96.74,90.861,4.1804,2.0629507667,4.096666666666667,137.4,NA,9.402714350850694,47,90.4,73.2,0.7999041188,102.0947,-11.533333333333333,101.5,19.6,122.35854593912761,1858.0166829427083,14.766666666666666,1687.13,0
2004-04-01,80296.9,42124.1,17090.5,19269,33070.5,31416.7,NA,80.34132,1.8999999999999997,5.8,66.40423,99.93333333333334,88.3421,-19.4,93.68188,0.5666666666666668,97.79333333333334,98.49333333333334,99.29666666666667,90.49,97.07000000000001,90.735,4.3430333333,2.0824296333,3.8666666666666667,138.8,NA,8.270098351818467,48,90.8,75.2,0.8297059866,101.3305,-12.033333333333333,105.33333333333333,21.5,135.9854990641276,1966.9466959635417,38.03333333333333,615.61,0.09
2004-07-01,81222,42182.3,16872.4,19451.2,33672.8,32433.4,NA,82.36816,1.0333333333333332,5.766667,66.54659,101.33333333333333,88.3771,-23.366666666666667,92.97298,-8.866666666666667,97.96333333333334,98.70333333333333,98.31,92.28,98.10333333333334,91.09,4.1837666667,2.1163030333,3.8133333333333335,139.1,NA,8.568792148448946,48.3,90.8,76.2,0.8178773148,101.5702,-12.799999999999999,103.86666666666666,20.933333333333334,141.75243123372397,2049.353312174479,31.03333333333333,239.45,4.65
2004-10-01,81499.8,42540.1,16581.3,19788.6,33414,32922.1,NA,83.01562,1.0333333333333334,5.933333,66.71136,101.6,89.6419,-18.433333333333334,92.83119,-12.666666666666666,98.79,99.40666666666667,98.81666666666666,95.16666666666667,98.53666666666666,91.401,3.8163666667,2.1636084667,3.8266666666666667,135,NA,8.907846043461,47.9,87.1,70.3,0.7719609567,102.2543,-13.4,103.73333333333333,22.033333333333335,117.48846944173177,2404.679931640625,19.566666666666666,1274.29,0
2005-01-01,81692,42664.9,17048.5,19174.2,33793.2,31911.2,NA,81.46735,-3.6666666666666665,5.8,67.06626,97.83333333333334,89.2814,-21.2,93.68188,-8.633333333333333,99.52666666666667,99.87333333333333,100.95666666666666,94.02,99.81,90.659,3.6045666667,2.1403230333,3.7133333333333334,136.6,NA,9.504751402589328,47.9,88.6,77.9,0.7630914824,102.2964,-10.333333333333334,99.86666666666667,11.466666666666667,100.09201304117839,2634.2899576822915,38.233333333333334,1728.1599999999999,0
2005-04-01,82349.7,43133.4,17295.4,19583.6,34811.2,33311.5,NA,84.14163,-5.733333333333333,6.1,67.2053,95.63333333333333,89.8423,-17.8,94.07178,-9.666666666666666,99.82666666666667,99.92333333333333,100.13333333333334,98.5,99.66666666666667,91.001,3.3796,2.12464,3.5833333333333335,137.2,NA,10.189075350967135,48.5,88.7,82.7,0.794589826,101.7109,-11.3,98.73333333333333,12.2,88.78747304280598,2989.169921875,24.5,553.59,2.28
